Temperature (K)	Pressure (psia)	Density (g/ml)	Volume (ml/g)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
295.00	10.000	0.0037044	269.95	12.916	15.360	91.812	12.514	20.949	176.19	0.23063	22.797	0.0054215	vapor
295.00	11.483	0.0042562	234.95	12.913	15.356	90.653	12.520	20.973	176.15	0.23058	22.802	0.0054239	vapor
295.00	12.967	0.0048087	207.96	12.911	15.352	89.634	12.526	20.998	176.11	0.23054	22.807	0.0054263	vapor
295.00	14.450	0.0053618	186.51	12.908	15.348	88.724	12.533	21.022	176.07	0.23050	22.812	0.0054287	vapor
295.00	15.933	0.0059155	169.05	12.905	15.344	87.903	12.539	21.047	176.03	0.23045	22.817	0.0054311	vapor
295.00	17.417	0.0064698	154.56	12.903	15.340	87.154	12.545	21.072	175.99	0.23041	22.822	0.0054335	vapor
295.00	18.900	0.0070247	142.35	12.900	15.336	86.465	12.551	21.096	175.95	0.23037	22.827	0.0054360	vapor
295.00	20.383	0.0075803	131.92	12.897	15.332	85.828	12.558	21.121	175.91	0.23032	22.833	0.0054384	vapor
295.00	21.867	0.0081364	122.90	12.895	15.328	85.235	12.564	21.146	175.87	0.23028	22.838	0.0054409	vapor
295.00	23.350	0.0086933	115.03	12.892	15.324	84.680	12.570	21.171	175.83	0.23023	22.843	0.0054433	vapor
295.00	24.833	0.0092507	108.10	12.889	15.320	84.159	12.577	21.196	175.79	0.23019	22.848	0.0054458	vapor
295.00	26.317	0.0098088	101.95	12.887	15.316	83.667	12.583	21.221	175.75	0.23015	22.853	0.0054483	vapor
295.00	27.800	0.010367	96.456	12.884	15.312	83.203	12.589	21.246	175.71	0.23010	22.858	0.0054508	vapor
295.00	29.283	0.010927	91.518	12.881	15.307	82.761	12.596	21.272	175.67	0.23006	22.863	0.0054533	vapor
295.00	30.767	0.011487	87.057	12.879	15.303	82.341	12.602	21.297	175.63	0.23001	22.869	0.0054558	vapor
295.00	32.250	0.012047	83.006	12.876	15.299	81.941	12.609	21.322	175.59	0.22997	22.874	0.0054584	vapor
295.00	33.733	0.012609	79.311	12.873	15.295	81.558	12.615	21.348	175.55	0.22993	22.879	0.0054609	vapor
295.00	35.217	0.013171	75.927	12.871	15.291	81.191	12.621	21.373	175.51	0.22988	22.884	0.0054635	vapor
295.00	36.700	0.013733	72.817	12.868	15.287	80.839	12.628	21.399	175.47	0.22984	22.889	0.0054660	vapor
295.00	38.183	0.014296	69.949	12.865	15.283	80.500	12.634	21.425	175.43	0.22979	22.895	0.0054686	vapor
295.00	39.667	0.014860	67.295	12.863	15.279	80.174	12.641	21.450	175.39	0.22975	22.900	0.0054712	vapor
295.00	41.150	0.015425	64.832	12.860	15.275	79.860	12.647	21.476	175.35	0.22970	22.905	0.0054738	vapor
295.00	42.633	0.015990	62.541	12.857	15.271	79.556	12.653	21.502	175.31	0.22966	22.910	0.0054764	vapor
295.00	44.117	0.016555	60.403	12.855	15.267	79.263	12.660	21.528	175.27	0.22961	22.916	0.0054790	vapor
295.00	45.600	0.017122	58.405	12.852	15.263	78.978	12.666	21.554	175.23	0.22957	22.921	0.0054817	vapor
295.00	47.083	0.017689	56.532	12.849	15.259	78.703	12.673	21.580	175.19	0.22952	22.926	0.0054843	vapor
295.00	48.567	0.018257	54.774	12.847	15.255	78.436	12.679	21.607	175.15	0.22948	22.932	0.0054870	vapor
295.00	50.050	0.018825	53.121	12.844	15.251	78.176	12.686	21.633	175.11	0.22943	22.937	0.0054896	vapor
295.00	51.533	0.019394	51.562	12.841	15.247	77.924	12.692	21.659	175.07	0.22939	22.942	0.0054923	vapor
295.00	53.017	0.019964	50.090	12.838	15.242	77.679	12.699	21.686	175.03	0.22934	22.948	0.0054950	vapor
295.00	54.500	0.020534	48.699	12.836	15.238	77.440	12.705	21.712	174.99	0.22930	22.953	0.0054977	vapor
295.00	55.983	0.021105	47.381	12.833	15.234	77.208	12.712	21.739	174.95	0.22925	22.958	0.0055004	vapor
295.00	57.467	0.021677	46.132	12.830	15.230	76.981	12.718	21.766	174.91	0.22921	22.964	0.0055031	vapor
295.00	58.950	0.022250	44.945	12.828	15.226	76.760	12.725	21.792	174.87	0.22916	22.969	0.0055059	vapor
295.00	60.433	0.022823	43.816	12.825	15.222	76.544	12.731	21.819	174.83	0.22911	22.974	0.0055086	vapor
295.00	61.917	0.023396	42.742	12.822	15.218	76.333	12.738	21.846	174.79	0.22907	22.980	0.0055114	vapor
295.00	63.400	0.023971	41.717	12.819	15.214	76.127	12.744	21.873	174.75	0.22902	22.985	0.0055141	vapor
295.00	64.883	0.024546	40.740	12.817	15.210	75.925	12.751	21.900	174.71	0.22898	22.991	0.0055169	vapor
295.00	66.367	0.025122	39.806	12.814	15.205	75.728	12.757	21.928	174.67	0.22893	22.996	0.0055197	vapor
295.00	67.850	0.025698	38.913	12.811	15.201	75.535	12.764	21.955	174.63	0.22888	23.001	0.0055225	vapor
295.00	69.333	0.026276	38.058	12.808	15.197	75.346	12.770	21.982	174.59	0.22884	23.007	0.0055253	vapor
295.00	70.817	0.026853	37.239	12.806	15.193	75.160	12.777	22.010	174.55	0.22879	23.012	0.0055282	vapor
295.00	72.300	0.027432	36.454	12.803	15.189	74.978	12.784	22.037	174.51	0.22875	23.018	0.0055310	vapor
295.00	73.783	0.028011	35.700	12.800	15.185	74.800	12.790	22.065	174.47	0.22870	23.023	0.0055338	vapor
295.00	75.267	0.028591	34.976	12.797	15.180	74.625	12.797	22.092	174.43	0.22865	23.029	0.0055367	vapor
295.00	76.750	0.029172	34.280	12.795	15.176	74.453	12.803	22.120	174.39	0.22861	23.034	0.0055396	vapor
295.00	78.233	0.029753	33.610	12.792	15.172	74.285	12.810	22.148	174.35	0.22856	23.040	0.0055424	vapor
295.00	79.717	0.030335	32.965	12.789	15.168	74.119	12.817	22.176	174.31	0.22851	23.045	0.0055453	vapor
295.00	81.200	0.030918	32.343	12.786	15.164	73.956	12.823	22.204	174.27	0.22847	23.051	0.0055482	vapor
295.00	82.683	0.031502	31.744	12.784	15.160	73.796	12.830	22.232	174.23	0.22842	23.056	0.0055512	vapor
295.00	84.167	0.032086	31.166	12.781	15.155	73.639	12.837	22.260	174.18	0.22837	23.062	0.0055541	vapor
295.00	85.650	0.032671	30.608	12.778	15.151	73.484	12.843	22.289	174.14	0.22833	23.068	0.0055570	vapor
295.00	87.133	0.033256	30.069	12.775	15.147	73.332	12.850	22.317	174.10	0.22828	23.073	0.0055600	vapor
295.00	88.617	0.033843	29.548	12.772	15.143	73.182	12.857	22.346	174.06	0.22823	23.079	0.0055630	vapor
295.00	90.100	0.034430	29.045	12.770	15.139	73.034	12.863	22.374	174.02	0.22818	23.084	0.0055659	vapor
295.00	91.583	0.035018	28.557	12.767	15.134	72.889	12.870	22.403	173.98	0.22814	23.090	0.0055689	vapor
295.00	93.067	0.035606	28.085	12.764	15.130	72.746	12.877	22.432	173.94	0.22809	23.096	0.0055719	vapor
295.00	94.550	0.036195	27.628	12.761	15.126	72.605	12.884	22.460	173.90	0.22804	23.101	0.0055749	vapor
295.00	96.033	0.036785	27.185	12.759	15.122	72.466	12.890	22.489	173.86	0.22800	23.107	0.0055779	vapor
295.00	97.517	0.037376	26.755	12.756	15.118	72.329	12.897	22.518	173.82	0.22795	23.113	0.0055810	vapor
295.00	99.000	0.037967	26.338	12.753	15.113	72.193	12.904	22.548	173.78	0.22790	23.118	0.0055840	vapor
295.00	100.48	0.038559	25.934	12.750	15.109	72.060	12.911	22.577	173.73	0.22785	23.124	0.0055871	vapor
295.00	101.97	0.039152	25.541	12.747	15.105	71.929	12.917	22.606	173.69	0.22780	23.130	0.0055902	vapor
295.00	103.45	0.039746	25.160	12.744	15.101	71.799	12.924	22.635	173.65	0.22776	23.135	0.0055932	vapor
295.00	104.93	0.040340	24.789	12.742	15.096	71.671	12.931	22.665	173.61	0.22771	23.141	0.0055963	vapor
295.00	106.42	0.040935	24.429	12.739	15.092	71.544	12.938	22.695	173.57	0.22766	23.147	0.0055994	vapor
295.00	107.90	0.041531	24.078	12.736	15.088	71.419	12.944	22.724	173.53	0.22761	23.153	0.0056026	vapor
295.00	109.38	0.042128	23.737	12.733	15.084	71.296	12.951	22.754	173.49	0.22756	23.158	0.0056057	vapor
295.00	110.87	0.042725	23.405	12.730	15.079	71.174	12.958	22.784	173.45	0.22751	23.164	0.0056088	vapor
295.00	112.35	0.043323	23.082	12.727	15.075	71.054	12.965	22.814	173.41	0.22747	23.170	0.0056120	vapor
295.00	113.83	0.043922	22.768	12.725	15.071	70.935	12.972	22.844	173.36	0.22742	23.176	0.0056152	vapor
295.00	115.32	0.044522	22.461	12.722	15.066	70.818	12.979	22.874	173.32	0.22737	23.181	0.0056183	vapor
295.00	116.80	0.045122	22.162	12.719	15.062	70.702	12.986	22.904	173.28	0.22732	23.187	0.0056215	vapor
295.00	118.28	0.045723	21.871	12.716	15.058	70.587	12.992	22.935	173.24	0.22727	23.193	0.0056247	vapor
295.00	119.77	0.046325	21.586	12.713	15.054	70.474	12.999	22.965	173.20	0.22722	23.199	0.0056279	vapor
295.00	121.25	0.046928	21.309	12.710	15.049	70.361	13.006	22.996	173.16	0.22717	23.205	0.0056312	vapor
295.00	122.73	0.047531	21.039	12.708	15.045	70.250	13.013	23.026	173.12	0.22712	23.211	0.0056344	vapor
295.00	124.22	0.048136	20.775	12.705	15.041	70.141	13.020	23.057	173.07	0.22707	23.216	0.0056377	vapor
295.00	125.70	0.048741	20.517	12.702	15.036	70.032	13.027	23.088	173.03	0.22702	23.222	0.0056409	vapor
295.00	127.18	0.049347	20.265	12.699	15.032	69.924	13.034	23.119	172.99	0.22697	23.228	0.0056442	vapor
295.00	128.67	0.049953	20.019	12.696	15.028	69.818	13.041	23.150	172.95	0.22692	23.234	0.0056475	vapor
295.00	130.15	0.050560	19.778	12.693	15.023	69.713	13.048	23.181	172.91	0.22687	23.240	0.0056508	vapor
295.00	131.63	0.051169	19.543	12.690	15.019	69.609	13.055	23.213	172.87	0.22683	23.246	0.0056541	vapor
295.00	133.12	0.051778	19.313	12.687	15.015	69.506	13.062	23.244	172.82	0.22678	23.252	0.0056575	vapor
295.00	134.60	0.052387	19.089	12.684	15.010	69.403	13.069	23.275	172.78	0.22672	23.258	0.0056608	vapor
295.00	136.08	0.052998	18.869	12.682	15.006	69.302	13.076	23.307	172.74	0.22667	23.264	0.0056641	vapor
295.00	137.57	0.053609	18.654	12.679	15.002	69.202	13.083	23.339	172.70	0.22662	23.270	0.0056675	vapor
295.00	139.05	0.054221	18.443	12.676	14.997	69.103	13.090	23.371	172.66	0.22657	23.276	0.0056709	vapor
295.00	140.53	0.054834	18.237	12.673	14.993	69.005	13.097	23.402	172.61	0.22652	23.282	0.0056743	vapor
295.00	142.02	0.055448	18.035	12.670	14.989	68.907	13.104	23.434	172.57	0.22647	23.288	0.0056777	vapor
295.00	143.50	0.056062	17.837	12.667	14.984	68.811	13.111	23.467	172.53	0.22642	23.294	0.0056811	vapor
295.00	144.98	0.056678	17.644	12.664	14.980	68.715	13.118	23.499	172.49	0.22637	23.300	0.0056845	vapor
295.00	146.47	0.057294	17.454	12.661	14.975	68.620	13.125	23.531	172.45	0.22632	23.306	0.0056880	vapor
295.00	147.95	0.057911	17.268	12.658	14.971	68.527	13.132	23.564	172.40	0.22627	23.312	0.0056914	vapor
295.00	149.43	0.058529	17.086	12.655	14.967	68.433	13.139	23.596	172.36	0.22622	23.318	0.0056949	vapor
295.00	150.92	0.059147	16.907	12.652	14.962	68.341	13.147	23.629	172.32	0.22617	23.324	0.0056984	vapor
295.00	152.40	0.059767	16.732	12.650	14.958	68.250	13.154	23.662	172.28	0.22612	23.331	0.0057019	vapor
295.00	153.88	0.060387	16.560	12.647	14.953	68.159	13.161	23.695	172.24	0.22606	23.337	0.0057054	vapor
295.00	155.37	0.061008	16.391	12.644	14.949	68.069	13.168	23.728	172.19	0.22601	23.343	0.0057089	vapor
295.00	156.85	0.061630	16.226	12.641	14.945	67.980	13.175	23.761	172.15	0.22596	23.349	0.0057124	vapor
295.00	158.33	0.062253	16.063	12.638	14.940	67.891	13.182	23.794	172.11	0.22591	23.355	0.0057160	vapor
295.00	159.82	0.062877	15.904	12.635	14.936	67.804	13.190	23.828	172.07	0.22586	23.361	0.0057195	vapor
295.00	161.30	0.063501	15.748	12.632	14.931	67.716	13.197	23.861	172.02	0.22580	23.368	0.0057231	vapor
295.00	162.78	0.064126	15.594	12.629	14.927	67.630	13.204	23.895	171.98	0.22575	23.374	0.0057267	vapor
295.00	164.27	0.064752	15.443	12.626	14.922	67.544	13.211	23.928	171.94	0.22570	23.380	0.0057303	vapor
295.00	165.75	0.065379	15.295	12.623	14.918	67.459	13.218	23.962	171.90	0.22565	23.386	0.0057339	vapor
295.00	167.23	0.066007	15.150	12.620	14.913	67.375	13.226	23.996	171.85	0.22560	23.392	0.0057375	vapor
295.00	168.72	0.066636	15.007	12.617	14.909	67.291	13.233	24.030	171.81	0.22554	23.399	0.0057412	vapor
295.00	170.20	0.067266	14.866	12.614	14.904	67.208	13.240	24.064	171.77	0.22549	23.405	0.0057448	vapor
295.00	171.68	0.067896	14.728	12.611	14.900	67.125	13.247	24.099	171.73	0.22544	23.411	0.0057485	vapor
295.00	173.17	0.068527	14.593	12.608	14.896	67.044	13.255	24.133	171.68	0.22538	23.418	0.0057522	vapor
295.00	174.65	0.069160	14.459	12.605	14.891	66.962	13.262	24.168	171.64	0.22533	23.424	0.0057559	vapor
295.00	176.13	0.069793	14.328	12.602	14.887	66.881	13.269	24.202	171.60	0.22528	23.430	0.0057596	vapor
295.00	177.62	0.070427	14.199	12.599	14.882	66.801	13.277	24.237	171.56	0.22522	23.437	0.0057633	vapor
295.00	179.10	0.071061	14.072	12.596	14.878	66.722	13.284	24.272	171.51	0.22517	23.443	0.0057670	vapor
295.00	180.58	0.071697	13.948	12.593	14.873	66.643	13.291	24.307	171.47	0.22512	23.449	0.0057708	vapor
295.00	182.07	0.072334	13.825	12.590	14.869	66.564	13.299	24.343	171.43	0.22506	23.456	0.0057745	vapor
295.00	183.55	0.072971	13.704	12.587	14.864	66.486	13.306	24.378	171.39	0.22501	23.462	0.0057783	vapor
295.00	185.03	0.073609	13.585	12.584	14.860	66.409	13.314	24.413	171.34	0.22496	23.469	0.0057821	vapor
295.00	186.52	0.074249	13.468	12.581	14.855	66.332	13.321	24.449	171.30	0.22490	23.475	0.0057859	vapor
295.00	188.00	0.074889	13.353	12.578	14.850	66.255	13.328	24.485	171.26	0.22485	23.481	0.0057897	vapor
295.00	189.48	0.075530	13.240	12.575	14.846	66.180	13.336	24.520	171.21	0.22479	23.488	0.0057936	vapor
295.00	190.97	0.076172	13.128	12.572	14.841	66.104	13.343	24.556	171.17	0.22474	23.494	0.0057974	vapor
295.00	192.45	0.076815	13.018	12.569	14.837	66.029	13.351	24.592	171.13	0.22468	23.501	0.0058013	vapor
295.00	193.93	0.077458	12.910	12.566	14.832	65.955	13.358	24.629	171.08	0.22463	23.507	0.0058051	vapor
295.00	195.42	0.078103	12.804	12.563	14.828	65.881	13.366	24.665	171.04	0.22457	23.514	0.0058090	vapor
295.00	196.90	0.078749	12.699	12.560	14.823	65.807	13.373	24.702	171.00	0.22452	23.520	0.0058129	vapor
295.00	198.38	0.079395	12.595	12.557	14.819	65.734	13.381	24.738	170.95	0.22446	23.527	0.0058168	vapor
295.00	199.87	0.080043	12.493	12.554	14.814	65.662	13.388	24.775	170.91	0.22441	23.534	0.0058208	vapor
295.00	201.35	0.080691	12.393	12.551	14.809	65.589	13.396	24.812	170.87	0.22435	23.540	0.0058247	vapor
295.00	202.83	0.081340	12.294	12.547	14.805	65.518	13.403	24.849	170.82	0.22430	23.547	0.0058287	vapor
295.00	204.32	0.081991	12.197	12.544	14.800	65.446	13.411	24.886	170.78	0.22424	23.553	0.0058326	vapor
295.00	205.80	0.082642	12.100	12.541	14.796	65.375	13.418	24.923	170.74	0.22419	23.560	0.0058366	vapor
295.00	207.28	0.083294	12.006	12.538	14.791	65.305	13.426	24.961	170.69	0.22413	23.567	0.0058406	vapor
295.00	208.77	0.083947	11.912	12.535	14.786	65.235	13.434	24.998	170.65	0.22407	23.573	0.0058446	vapor
295.00	210.25	0.084601	11.820	12.532	14.782	65.165	13.441	25.036	170.61	0.22402	23.580	0.0058487	vapor
295.00	211.73	0.085256	11.729	12.529	14.777	65.096	13.449	25.074	170.56	0.22396	23.587	0.0058527	vapor
295.00	213.22	0.085912	11.640	12.526	14.773	65.027	13.457	25.112	170.52	0.22390	23.593	0.0058568	vapor
295.00	214.70	0.086569	11.552	12.523	14.768	64.959	13.464	25.150	170.48	0.22385	23.600	0.0058608	vapor
295.00	216.18	0.087226	11.464	12.520	14.763	64.890	13.472	25.189	170.43	0.22379	23.607	0.0058649	vapor
295.00	217.67	0.087885	11.378	12.517	14.759	64.823	13.480	25.227	170.39	0.22373	23.614	0.0058690	vapor
295.00	219.15	0.088545	11.294	12.513	14.754	64.755	13.487	25.266	170.34	0.22368	23.620	0.0058731	vapor
295.00	220.63	0.089206	11.210	12.510	14.749	64.688	13.495	25.304	170.30	0.22362	23.627	0.0058773	vapor
295.00	222.12	0.089867	11.128	12.507	14.745	64.622	13.503	25.343	170.26	0.22356	23.634	0.0058814	vapor
295.00	223.60	0.090530	11.046	12.504	14.740	64.555	13.510	25.382	170.21	0.22350	23.641	0.0058856	vapor
295.00	225.08	0.091194	10.966	12.501	14.735	64.489	13.518	25.422	170.17	0.22345	23.648	0.0058898	vapor
295.00	226.57	0.091858	10.886	12.498	14.731	64.424	13.526	25.461	170.12	0.22339	23.654	0.0058940	vapor
295.00	228.05	0.092524	10.808	12.495	14.726	64.359	13.534	25.500	170.08	0.22333	23.661	0.0058982	vapor
295.00	229.53	0.093191	10.731	12.492	14.721	64.294	13.542	25.540	170.04	0.22327	23.668	0.0059024	vapor
295.00	231.02	0.093858	10.654	12.488	14.716	64.229	13.549	25.580	169.99	0.22321	23.675	0.0059066	vapor
295.00	232.50	0.094527	10.579	12.485	14.712	64.165	13.557	25.620	169.95	0.22315	23.682	0.0059109	vapor
295.00	233.98	0.095197	10.505	12.482	14.707	64.101	13.565	25.660	169.90	0.22310	23.689	0.0059152	vapor
295.00	235.47	0.095867	10.431	12.479	14.702	64.037	13.573	25.700	169.86	0.22304	23.696	0.0059194	vapor
295.00	236.95	0.096539	10.358	12.476	14.698	63.974	13.581	25.741	169.82	0.22298	23.703	0.0059237	vapor
295.00	238.43	0.097212	10.287	12.473	14.693	63.911	13.589	25.781	169.77	0.22292	23.710	0.0059281	vapor
295.00	239.92	0.097886	10.216	12.469	14.688	63.848	13.597	25.822	169.73	0.22286	23.717	0.0059324	vapor
295.00	241.40	0.098560	10.146	12.466	14.683	63.786	13.605	25.863	169.68	0.22280	23.724	0.0059367	vapor
295.00	242.88	0.099236	10.077	12.463	14.679	63.723	13.613	25.904	169.64	0.22274	23.731	0.0059411	vapor
295.00	244.37	0.099913	10.009	12.460	14.674	63.662	13.620	25.945	169.59	0.22268	23.738	0.0059455	vapor
295.00	245.85	0.10059	9.9413	12.457	14.669	63.600	13.628	25.987	169.55	0.22262	23.745	0.0059499	vapor
295.00	247.33	0.10127	9.8746	12.453	14.664	63.539	13.636	26.028	169.50	0.22256	23.752	0.0059543	vapor
295.00	248.82	0.10195	9.8088	12.450	14.660	63.478	13.644	26.070	169.46	0.22250	23.759	0.0059587	vapor
295.00	250.30	0.10263	9.7437	12.447	14.655	63.417	13.652	26.112	169.42	0.22244	23.766	0.0059631	vapor
295.00	251.78	0.10331	9.6794	12.444	14.650	63.357	13.661	26.154	169.37	0.22238	23.773	0.0059676	vapor
295.00	253.27	0.10400	9.6158	12.441	14.645	63.296	13.669	26.196	169.33	0.22232	23.781	0.0059721	vapor
295.00	254.75	0.10468	9.5529	12.437	14.640	63.237	13.677	26.239	169.28	0.22226	23.788	0.0059766	vapor
295.00	256.23	0.10537	9.4908	12.434	14.636	63.177	13.685	26.281	169.24	0.22220	23.795	0.0059811	vapor
295.00	257.72	0.10605	9.4294	12.431	14.631	63.117	13.693	26.324	169.19	0.22213	23.802	0.0059856	vapor
295.00	259.20	0.10674	9.3687	12.428	14.626	63.058	13.701	26.367	169.15	0.22207	23.809	0.0059901	vapor
295.00	260.68	0.10743	9.3086	12.424	14.621	62.999	13.709	26.410	169.10	0.22201	23.817	0.0059947	vapor
295.00	262.17	0.10812	9.2493	12.421	14.616	62.941	13.717	26.453	169.06	0.22195	23.824	0.0059993	vapor
295.00	263.65	0.10881	9.1905	12.418	14.611	62.882	13.725	26.497	169.01	0.22189	23.831	0.0060038	vapor
295.00	265.13	0.10950	9.1325	12.415	14.607	62.824	13.734	26.540	168.97	0.22183	23.838	0.0060084	vapor
295.00	266.62	0.11019	9.0751	12.411	14.602	62.766	13.742	26.584	168.92	0.22176	23.846	0.0060131	vapor
295.00	268.10	0.11089	9.0183	12.408	14.597	62.709	13.750	26.628	168.88	0.22170	23.853	0.0060177	vapor
295.00	269.58	0.11158	8.9621	12.405	14.592	62.651	13.758	26.672	168.83	0.22164	23.860	0.0060224	vapor
295.00	271.07	0.11228	8.9065	12.402	14.587	62.594	13.767	26.717	168.78	0.22157	23.868	0.0060270	vapor
295.00	272.55	0.11297	8.8516	12.398	14.582	62.537	13.775	26.761	168.74	0.22151	23.875	0.0060317	vapor
295.00	274.03	0.11367	8.7972	12.395	14.577	62.480	13.783	26.806	168.69	0.22145	23.883	0.0060364	vapor
295.00	275.52	0.11437	8.7434	12.392	14.572	62.424	13.791	26.851	168.65	0.22139	23.890	0.0060411	vapor
295.00	277.00	0.11507	8.6901	12.389	14.568	62.368	13.800	26.896	168.60	0.22132	23.897	0.0060459	vapor
295.00	278.48	0.11577	8.6375	12.385	14.563	62.312	13.808	26.941	168.56	0.22126	23.905	0.0060506	vapor
295.00	279.97	0.11648	8.5853	12.382	14.558	62.256	13.816	26.987	168.51	0.22119	23.912	0.0060554	vapor
295.00	281.45	0.11718	8.5338	12.379	14.553	62.200	13.825	27.032	168.47	0.22113	23.920	0.0060602	vapor
295.00	282.93	0.11789	8.4827	12.375	14.548	62.145	13.833	27.078	168.42	0.22107	23.927	0.0060650	vapor
295.00	284.42	0.11859	8.4322	12.372	14.543	62.089	13.842	27.124	168.37	0.22100	23.935	0.0060698	vapor
295.00	285.90	0.11930	8.3822	12.369	14.538	62.034	13.850	27.171	168.33	0.22094	23.942	0.0060747	vapor
295.00	287.38	0.12001	8.3327	12.365	14.533	61.980	13.859	27.217	168.28	0.22087	23.950	0.0060795	vapor
295.00	288.87	0.12072	8.2837	12.362	14.528	61.925	13.867	27.264	168.24	0.22081	23.958	0.0060844	vapor
295.00	290.35	0.12143	8.2352	12.359	14.523	61.871	13.875	27.311	168.19	0.22074	23.965	0.0060893	vapor
295.00	291.83	0.12214	8.1872	12.355	14.518	61.816	13.884	27.358	168.15	0.22068	23.973	0.0060942	vapor
295.00	293.32	0.12286	8.1396	12.352	14.513	61.762	13.893	27.405	168.10	0.22061	23.980	0.0060992	vapor
295.00	294.80	0.12357	8.0926	12.349	14.508	61.708	13.901	27.452	168.05	0.22054	23.988	0.0061041	vapor
295.00	296.28	0.12429	8.0459	12.345	14.503	61.655	13.910	27.500	168.01	0.22048	23.996	0.0061091	vapor
295.00	297.77	0.12500	7.9998	12.342	14.498	61.601	13.918	27.548	167.96	0.22041	24.004	0.0061141	vapor
295.00	299.25	0.12572	7.9541	12.339	14.493	61.548	13.927	27.596	167.91	0.22034	24.011	0.0061191	vapor
295.00	300.73	0.12644	7.9089	12.335	14.488	61.495	13.935	27.644	167.87	0.22028	24.019	0.0061241	vapor
295.00	302.22	0.12716	7.8640	12.332	14.483	61.442	13.944	27.693	167.82	0.22021	24.027	0.0061291	vapor
295.00	303.70	0.12788	7.8197	12.328	14.478	61.389	13.953	27.742	167.78	0.22014	24.035	0.0061342	vapor
295.00	305.18	0.12861	7.7757	12.325	14.473	61.337	13.961	27.790	167.73	0.22008	24.042	0.0061393	vapor
295.00	306.67	0.12933	7.7321	12.322	14.468	61.284	13.970	27.840	167.68	0.22001	24.050	0.0061444	vapor
295.00	308.15	0.13006	7.6890	12.318	14.463	61.232	13.979	27.889	167.64	0.21994	24.058	0.0061495	vapor
295.00	309.63	0.13078	7.6463	12.315	14.458	61.180	13.988	27.939	167.59	0.21987	24.066	0.0061546	vapor
295.00	311.12	0.13151	7.6040	12.311	14.453	61.128	13.996	27.988	167.54	0.21981	24.074	0.0061598	vapor
295.00	312.60	0.13224	7.5620	12.308	14.448	61.076	14.005	28.038	167.50	0.21974	24.082	0.0061650	vapor
295.00	314.08	0.13297	7.5205	12.305	14.443	61.025	14.014	28.089	167.45	0.21967	24.090	0.0061701	vapor
295.00	315.57	0.13370	7.4793	12.301	14.438	60.974	14.023	28.139	167.40	0.21960	24.098	0.0061754	vapor
295.00	317.05	0.13443	7.4386	12.298	14.433	60.922	14.032	28.190	167.36	0.21953	24.106	0.0061806	vapor
295.00	318.53	0.13517	7.3982	12.294	14.427	60.871	14.040	28.241	167.31	0.21946	24.114	0.0061858	vapor
295.00	320.02	0.13590	7.3581	12.291	14.422	60.820	14.049	28.292	167.26	0.21939	24.122	0.0061911	vapor
295.00	321.50	0.13664	7.3184	12.287	14.417	60.770	14.058	28.343	167.22	0.21932	24.130	0.0061964	vapor
295.00	322.98	0.13738	7.2791	12.284	14.412	60.719	14.067	28.395	167.17	0.21925	24.138	0.0062017	vapor
295.00	324.47	0.13812	7.2402	12.280	14.407	60.669	14.076	28.447	167.12	0.21918	24.146	0.0062070	vapor
295.00	325.95	0.13886	7.2015	12.277	14.402	60.618	14.085	28.499	167.07	0.21911	24.154	0.0062124	vapor
295.00	327.43	0.13960	7.1633	12.273	14.397	60.568	14.094	28.551	167.03	0.21904	24.162	0.0062177	vapor
295.00	328.92	0.14034	7.1253	12.270	14.391	60.518	14.103	28.604	166.98	0.21897	24.170	0.0062231	vapor
295.00	330.40	0.14109	7.0877	12.266	14.386	60.468	14.112	28.656	166.93	0.21890	24.178	0.0062285	vapor
295.00	331.88	0.14183	7.0504	12.263	14.381	60.418	14.121	28.709	166.88	0.21883	24.187	0.0062340	vapor
295.00	333.37	0.14258	7.0135	12.259	14.376	60.369	14.130	28.763	166.84	0.21876	24.195	0.0062394	vapor
295.00	334.85	0.14333	6.9769	12.256	14.371	60.319	14.139	28.816	166.79	0.21869	24.203	0.0062449	vapor
295.00	336.33	0.14408	6.9406	12.252	14.366	60.270	14.148	28.870	166.74	0.21862	24.211	0.0062504	vapor
295.00	337.82	0.14483	6.9046	12.249	14.360	60.221	14.158	28.924	166.69	0.21854	24.220	0.0062559	vapor
295.00	339.30	0.14558	6.8689	12.245	14.355	60.172	14.167	28.978	166.65	0.21847	24.228	0.0062614	vapor
295.00	340.78	0.14634	6.8335	12.242	14.350	60.123	14.176	29.033	166.60	0.21840	24.236	0.0062670	vapor
295.00	342.27	0.14709	6.7984	12.238	14.345	60.074	14.185	29.088	166.55	0.21833	24.245	0.0062725	vapor
295.00	343.75	0.14785	6.7636	12.235	14.339	60.026	14.194	29.143	166.50	0.21825	24.253	0.0062781	vapor
295.00	345.23	0.14861	6.7291	12.231	14.334	59.977	14.204	29.198	166.46	0.21818	24.261	0.0062838	vapor
295.00	346.72	0.14937	6.6949	12.228	14.329	59.929	14.213	29.254	166.41	0.21811	24.270	0.0062894	vapor
295.00	348.20	0.15013	6.6609	12.224	14.324	59.881	14.222	29.309	166.36	0.21803	24.278	0.0062950	vapor
